name,long_description,logo_link,short_description
Green IT,"This label gives an indication of Fujitsu Siemens' product’s green credentials.To achieve a green label, products must fulfil a number of crucial criteria related to production methods, materials, recycling and energy efficiency.The label uses a simple three-tier system to show how green each product is – ranging from one star through to the highest three-star accolade. Certification/ registration required, Applicants register for the ecolabel in order to use the label (but certification is not required), Fujitsu Siemens, Unknown, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-it.png,Electronics
Green Key,"The Green Key award is a standard of excellence in the field of environmental responsibility and sustainable operation within the tourism industry. This  eco-label represents a commitment by businesses that their tourism establishments adhere to the criteria as stipulated by the Foundation for Environmental Education (FEE). A Green Key stands for an establishment’s promise to its guests that by opting to stay with such an establishment, they are helping to make a difference on an environmental and sustainability level. The environmental standards expected of these establishments are maintained through documentation and audits. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Foundation for Environmental Education (FEE), Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-key.png,"Tourism, Belgium, Cyprus"
Green Key Eco-Rating Program,"The Green Key Eco-Rating Program is a graduated rating system designed to recognize lodging facilities that are committed to improving their fiscal and environmental performance.Based on the results of a comprehensive environmental audit, hotels are awarded a 1-5 Green Key rating and given guidance on how to reduce operating costs and environmental impacts through reduced utility consumption, employee training, and supply chain management.The audit itself consists of approximately 160 “multiple choice” – style questions divided into the following 5 sections:Corporate Environmental ManagementHousekeepingFood & Beverage OperationsConference & Meeting FacilitiesEngineering Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Hotel Association of Canada, Unknown, Industry association, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-key-hotel-association-of-canada.png,"Buildings, Tourism, Canada"
Green Label: Israel,"The Green Label / Green Mark gives overall assessment of a product's environmental quality relative to other products in its category.The scheme is based on Israeli Standard SI 1738, which is itself based on EU Directive 880/92. Certification/ registration required, Unknown, The Standards Institution of Israel, Unknown, Government, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-label-israel.png,"Other, Israel"
Green Leaf Eco Standard,"The Green Leaf™ Eco Standard (GLES) is a sustainability and certification assessment tool for the performance management of any international organisation or property.“Eco Standard” is described as an integrated concept which promotes the synergy of environmental, social and economic systems to facilitate behavioural and material adaptations in a business beyond the triple bottom-line. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Wilderness Foundation, Unknown, Unknown, None.",https://mir-s3-cdn-cf.behance.net/project_modules/disp/8723768199599.5631c2784d22c.png,"Carbon, Tourism"
Green Mark,"To promote the concept of recycling, pollution reduction and resource conservation. Certification/ registration required, Unknown, Environment and Development Foundation (EDF), GEN, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-mark.png,"Appliances, Electronics, Forest products / Paper"
Green Office Champions: Seal of Good Practice,"This green business certification is available to clients of Green Workplace who fulfill the criteria, including developing a green procurement policy. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Sustainable Community Enterprises, Inc., None, Other, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-office-champions.png,Canada
Green Power Australia,"GreenPower is a national accreditation program that sets stringent environmental and reporting standards for renewable electricity products offered by energy suppliers to households and businesses in Australia. It is managed by a consortia of Australian State Government agencies. Certification/ registration required, Unknown, Joint initiative of ACT, NSW, SA, QLD, VIC and WA government agencies, Unknown, Government, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-power-australia.png,"Energy, Australia"
Green Products Standard,"Green Products Standard helps consumers better understand the growing number of green and eco-friendly products in the marketplace. Their standards take a comprehensive life-cycle view of every product and provide a ranking of degree of 'greenness' explained with a simple symbol and a report. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Green ProductsStandard, None, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-products-standard.png,"Appliances, Building products, Cleaning products"
Green Range,"The mondi Green Range was developed to promote environmentally preferable purchasing. Certification/ registration required, Unknown, Mondi, Unknown, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-range.png,"Forest products / Paper, Packaging, South Africa"
Green Seal,"An independent non-profit founded in 1989, Green Seal certifies thousands of products and services that meet science-based environmental standards that are credible and transparent. Green Seal utilizes a life-cycle approach to ensure tangible reductions in the whole environmental footprint. They are ANSI-accredited and meet ISO and GEN requirements. Products only earn Green Seal certification after a rigorous evaluation, including an on-site audit. Verifiers accredited, Yes, and are accredited by our organization, Frequency of ongoing audits, Scheduled (1 yr.), Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Public audit / assessment reports, No, Corrective action reports issued, Yes, Corrective action reports contain mandatory action items, Yes, Chain-of-custody data, No, Duration of certification, Other, Specific metrics and data, Yes, Time to achieve certification / registration, 2-3 months, Time series data, Other, Dispute resolution process, Yes, Ongoing audits / surveillance following certification, Ecolabelissuing organisation (second party), Field site visit(s), Yes, Green Seal, Inc.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-seal.png,"Corporate purchasers (excluding retail), Government purchasers, Individual consumers"
Green Shape,"Green Shape is VAUDE’s label for products that feature special ecological manufacturing. The criteria for this label are that only products made of at least 90% organic cotton or recycled materials, colored using the VAUDE ecolour dyeing process or made to conform to the textile standard bluesign® earn the Green Shape quality label. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Vaude, Unknown, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-shape.png,"Textiles, Austria, Germany"
Green Shield Certified,"An independent, non-profit certification program that promotes practitioners of effective, prevention-based pest control while minimizing the need to use pesticides.Evaluates and certifies both pest control professionals and buildings and facilities that meet high standards of Integrated Pest Management (IPM). Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, IPM Institute of North America, Inc., Unknown, Industry association, IPM Star",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-shield-certified.png,"Buildings, Professional, scientific and technical services, United States"
Green Star Hotel Certification Programme,"The Green Star Hotel (GSH) Certificate for tourist accommodation businesses is awarded to tourist accommodations in Egypt for their commitment to the field of environmentally friendly management and social responsibility. It is a national certification and capacity building programme under the patronage of the Egyptian Ministry of Tourism and has been developed as a public private project between the key stakeholders from the German and Egyptian tourism market, the Egyptian tourism authorities and the German International Cooperation to enhance environmental awareness and raise the competitiveness and the sustainability of the Egyptian tourist accommodation industry. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Green Star Hotel Programme Office, None, Other, None.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoRHaN0qOpxNev8gS22cLcfBU4jDw_fIv7OQ&s,Egypt
Green Star NZ,"A Green Star NZ certification reflects the commitment and leadership of the building owner to green building practices and environmental performance. Green Star NZ addresses the needs of specific building types, such as office buildings, industrial buildings and education buildings, in the design phase, and following construction (the Built phase).  The tools assess the environmental impact that is a direct consequence of a buildings site selection, design, construction, and maintenance. The framework has eight separate environmental impact categories plus an innovation category. Green Star NZ rates a whole building rather than components or materials. It gives credits for materials and components that have been awarded other ecolabels such as Environmental Choice NZ and the Forest Stewardship Council. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, New Zealand Green Building Council |, Other, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-star-nz.png,"Buildings, New Zealand"
Green Table,"Founded in 2007, the Green Table Network is a mission-driven enterprise based in Vancouver, BC.Green Table is a growing group of leading restaurant professionals, joined by the people who supply and support them.Members are making a conscious commitment to a shared goal: a deliciously sustainable future. Sustainability is put 'on the menu' through innovative solutions that measurably reduce the impact on our world. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Green Table Network Society, Unknown, Other, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-table.png,"Food, Canada"
Green Tick,"Independent sustainability certification of products, services, and corporations based on a life-cycle audit of performance against the Green Tick Sustainability Standards.GreenTick also certifies for Climate-Friendly, Natural, GE-Free, Organic, and Fair Trader brands. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Green TickCertificationLimited, Unknown, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-tick.png,"Appliances, Building products, Buildings"
Green Tourism Business Scheme,"The GTBS is the national sustainable tourism certification scheme for the UK & Ireland with over 2400 members.  It is the only national certification programme endorsed by the National tourism agencies.Businesses opting to join Green Tourism are assessed by a qualified grading advisor against a rigorous set of 145 criteria, covering a range of areas, including energy and water efficiency, waste management, purchasing, travel, biodiversity and more. Those businesses that meet the required standard, receive a Bronze, Silver, or Gold award based on their level of achievement. They are regraded once every two years.The current network of members is comprised of a wide range of business types, including accommodation providers, visitor attractions, activity providers, conference and events venues, corporate offices and others. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Green Business UK Ltd, Other, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-tourism-business-scheme.png,"Tourism, Canada, Ireland"
Green-e Climate,"Green-e® Climate is the first and only consumer protection and certification program for retail carbon offsets. It complements project certification programs by ensuring that offset sellers:Source only verified and properly tracked and credited reductions from high-quality projects certified under project standards that meet a high standard of quality,Retire correct volumes and types of emissions reductions on behalf of customers based on an audit of sales and supply, andProvide customers with sufficient and accurate disclosure and do not mislead customers with inaccurate advertising.As such, Green-e Climate certification provides quality assurances covering the entire chain of custody of the emissions reduction, streamlining all of the vital elements of a credible offset into a single certification mark. The Program is intended to strengthen credibility in the voluntary carbon market and thereby promote use of carbon offsets by individuals and companies to reduce their greenhouse gas footprints. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Center for Resource Solutions, Unknown, Non-profit, Green-e Marketplace, andGreen-e Energy",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-e-climate.png,"Carbon offsets, United States"
Green-e Energy,"The Green-e Energy certification assures consumers and businesses in the US and Canada that they are reducing the environmental impact of their electricity use.Green-e Energy was established in 1997 in order to provide consumer protection in the emerging and unregulated voluntary renewable energy market through clear guidelines, disclosures, and standards.Green-e Energy is a rigorous consumer protection program for renewable energy with a transparent standard and hundreds of stakeholders participating in setting and revising that standard.  The non-profit Center for Resource Solutions administers the program. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Center for Resource Solutions, Unknown, Non-profit, Green-e Climate, andGreen-e Marketplace",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-e.png,"Carbon, Energy, Other"
Green-e Marketplace,"Green-e Marketplace is a unique certification program that recognizes organizations using certified renewable energy and enables them to demonstrate their environmental commitment through the use of the nationally recognized Green-e logo. This certification program lets companies display the Green-e logo on their corporate communications, products and company collateral to communicate their commitment to clean, renewable energy. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Center for Resource Solutions, Unknown, Non-profit, Green-e Climate, andGreen-e Energy",https://www.ecolabelindex.com/files/ecolabel-logos-sized/green-e-marketplace.png,"Energy, Canada, United States"
GreenCircle,"GreenCircle Certified, LLC provides third-party certification of sustainable aspects of products and manufacturing operations. Manufacturers, suppliers, regulators, and consumers can be assured that products labeled with the GreenCircle Certified mark have been thoroughly assessed and their claim verified.By issuing a GreenCircle Certification, GreenCircle Certified demonstrates that it has evaluated and verified the information provided by the manufacturer and that the manufacturer is capable of, and consistently produces, a product that is in compliance with their sustainability claim.GreenCircle Certified offers claim validation for recycled content, rapidly renewable resource content, carbon footprint reductions, and renewable energy use. Certifications are also available for a closed loop product, life cycle assessment (LCA) optimized products, and sustainable manufacturing practices. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, GreenCircle Certified, LLC, Unknown, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/greencircle.png,"Building products, Buildings, Carbon"
Greener Product Certification Seal,"The Greener Product Certification Seal demonstrates that a product has been evaluated against the LEED, LEED for Homes and NAHB green building standards using internationally recognized third-party certification organizations, laboratory test results and/or other supporting documentation.Products in twenty four building products categories are evaluated using seven environmental qualifiers namely energy (conservation and renewable), regionally produced materials, air quality, certified wood, recycled content, reused and renewable materials. Significant environmental impacts are considered and products are evaluated from raw materials extraction through manufacturing to use and disposal. Environmental claims are reviewed and verified through third-party certification and/or supporting documentation stating that products have been accepted for USGBC and/NAHB certified projects.Manufacturers first complete an application form and once the information has been received products are evaluated against the aforementioned standards. Only once a product has been deemed to be in compliance will it be awarded the Seal.Certified products are then listed and searchable on the Greener Products site. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, GreenerProduct, Other, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/GreenerProduct.png,"Building products, United States"
GREENGUARD,"Acquired in 2011, GREENGUARD Certification is now provided by UL Environment, a divison of UL (Underwriters Laboratories). GREENGUARD Certification helps manufacturers create -- and helps buyers identify -- interior products and materials that have low chemical emissions into indoor air during product usage.  All certified products must meet stringent emissions standards based on established chemical exposure criteria.  Products that earn GREENGUARD Certification have been scientifically proven to meet some of the world’s most rigorous, third-party chemical emissions standards, helping to reduce indoor air pollution and the potential health risks of chemical exposure. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, UL Environment, ISO, For-profit, UL Energy Efficiency Verified,ULEnvironmental ClaimValidation,UL Environment Multi-AttributeCertification, andECOLOGO",https://www.ecolabelindex.com/files/ecolabel-logos-sized/greenguard.png,"Appliances, Building products, Cleaning products"
Greenline Print,"The Greenline Print is the first graded carbon footprint label in the print industry, based on a cradle-to-gate PAS 2050 methodology.The calculator quantifies life cycle greenhouse gas emissions of a print run based on your specific order criteria, determines and improves (when possible) the footprint, assigns a grade for the emissions level and generates a unique label for immediate downloading and publishing.The goal of Greenline Print is to make printing and its carbon footprint more transparent and to encourage publishers to choose a smaller climate impact for their prints. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Greenline Print, ISO, For-profit, None.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.greenlineprint.com%2F&psig=AOvVaw1YspMUIAOQVP6nxZLq6cxi&ust=1732420076817000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCOi9nOzF8YkDFQAAAAAdAAAAABAE,"Carbon, Forest products / Paper, Other"
Greenlist - SC Johnson,"The Greenlist™ process is an internal system providing ratings for more than 95 percent of the raw materials we use, including solvents, propellants, insecticides, packaging and more. Through the Greenlist™ process, each raw material receives a rating from 3 to 0, which helps us go beyond regulatory requirements to continually make our products better. An ingredient with a 3 rating is considered “Best,” 2 is “Better,” 1 is “Acceptable” and 0-rated materials are used only on a limited, approved basis when there is not a viable alternative. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, SC Johnson, Unknown, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/greenlist-sc-johnson.png,"Cleaning products, Packaging, Other"
GreenPla,"To establish biodegradable plastics technology (GreenPla) and to foster its extensive commercial use. Certification/ registration required, Applicants register for the ecolabel in order to use the label (but certification is not required), Japan BioPlastics Association (JBPA), Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/greenpla.png,"Building products, Packaging, Textiles"
Greenspec PASS,"GreenSpec PASS identifies and endorses green building materials, products and equipment. The PASS label indicates that a product has been selected and endorsed for its superior environmental qualities. PASS is organised and run by architects and specifiers for the benefit of fellow building designers. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, GreenSpec Ltd, None, For-profit, None.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqWg96IYIXZYGMZwIUr3Ed4ULEt4qpR7X_pg&s,"Building products, United Kingdom"
GreenSure - Sherwin Williams,"GreenSure is a designation applied to a line of Shrewin Williams paints and coating products that indicates that they were designed and manufactured taking steps to reduce environmental impact and to meet or exceed the most stringent regulatory requirements.Requirements for architectural products include: VOC limits, aromatic content limits, chemical component restrictions (i.e. excluded ingredients such as benzene, formaldehyde) and meet standards for stain removal, opacity, and abrasion resistance.Requirements for product finishes include: VOC limits, lead, formaldehyde, chromate hazard free, water reducible, and HAPs free.Requirements for Caulks and Sealants include: meeting VOC limits, and product packaging has at least 25% post-consumer-recycled content.Some products designated as GreenSure have also been certified to Good Housekeeping Green Seal; and GreenGuard standards. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Sherwin Williams, Unknown, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/GreenSure.png,"Building products, Other, Canada"
GUT,"The aim of GUT is to improve continuously all environmental and consumer protection aspects throughout the life cycle of a textile floor covering (from production to installation, to use phase and recycling). Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Gemeinschaft Umweltfreundlicher Teppichboden e.V., Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/gut.png,Textiles
HAND IN HAND,"Private fairtrade program of the company Rapunzel Naturkost GmbH which is a supplier of organic products.From the very beginning of dealing with producers from the Southern countries (the so-called developing countries) not only the quality of the organic products but also the quality of the cooperation with the producers was important for us.The primary aim of Rapunzel Naturkost under the HAND IN HAND program is to establish long term trade relationships with its HAND IN HAND suppliers and therefore making them more independent from commodity price fluctuations in the world market and to support them in their eco-social development. 
We at Rapunzel Naturkost believe that organic farming and fair trade is the base for a positive and sustainable development, because it secures healthy food products, a healthy environment and an adequate added value for the producers.
To us at Rapunzel economy and ecology must progress “hand in hand”. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Rapunzel Naturkost GmbH, IFOAM, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/hand-in-hand.png,"Food, Austria, Belgium"
Healthy Child Healthy World,"Recommends products and services focused on children and family environmental health and non-toxic lifestyle solutions.Recommended products and services  must meet baseline quality standards, and be approved through a screening and data collection process. Screening considers human health, environmental health, and social responsibility.Final approval is based on products   holding USDA Organic, Scientific Certification Systems (SCS), Green Seal, GreenGuard Environmental, Forest Stewardship Council (FSC), Cradle to Cradle, Leadership in Energy and Environmental Design (LEED), or JPMA certifications. Or, by manufacturer providing affidavit guaranteeing environmental attributes. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Healthy Child Healthy World, Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/healthy-child-healthy-world.png,"Food, Textiles, Other"
HKN NEU100,"HKN NEU100 is a label/standard for green electricity based on Guarantees of Origin (GoOs). HKN NEU100 is intended to promote new production facilities for renewable energy sources and to help ensure that the expanding reservoir of renewable energy production facilities is actually incorporated into the energy supply system and its development.100% of the GoOs used come from new facilities that means plants that have been up and running for no longer than six years at most. HKN NEU100 is climate neutral, which means that all related greenhouse gas emissions are offset by use of emission reduction certificates.HKN NEU100 can also be modified and/or expanded to meet the EKOenergy/Green-e/LEED – standards. HKN NEU100 is certified and audited by an independent auditor: theTÜV Rheinland GmbH. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Bischoff & Ditze Energy, None, For-profit, ÖkoPLUS,European Green, andRenewablePLUS",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEhR8ZIh8m2mjlfHzioszyoyMuZh_sq5QTLw&s,"Carbon offsets, Energy"
Home Depot Eco Options,"Eco Options labeled products have less of an impact on the environment than conventional products and provide a positive environmental change through their use. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Home Depot, Unknown, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/home-depot-eco-options.png,"Appliances, Building products, Forest products / Paper"
Hong Kong Eco-label,"香港环保标签是一种evincive一种标签的产品或产品包装，标志，可以证明，不仅在产品质量好，而且还确认的某些环境要求在生产过程中，使用和回收，均优于节约能源，减少毒害，破坏环境的并行产品。香港环保标签是一种产品认证类型的验证，如果该产品的环保性能确认有关对环境protectio技术标准A product certification that validates if the environmental performance of the product conforms to the relevant technical standard about environmental protection. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, HONGKONG FEDERATION OF ENVIRONMENTAL PROTECTION LIMITED, GEN, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/hong-kong-eco-label.png,"Building products, Cleaning products, Forest products / Paper"
Hong Kong Green Label (HKGLS),"The HKGLS is an independent, non-profit-making and voluntary scheme for the certification of environmentally preferable products launched in December 2000 by Green Council (GC).The scheme sets environmental standards and awards ""Green Label"" to products that are qualified regarding their environment performance. As with all eco-labelling programs, the aim is to encourage manufacturers to supply products with good environmental performance and provide a convenient means for consumers to recognise products that are more environmentally responsible, thus promoting a more sustainable pattern of consumption. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Green Council, GEN, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/hong-kong-green-label-hkgls.png,"Building products, Cleaning products, Electronics"
HQE,"The HQE ® label aim to improve environmental quality of new and existing buildings. Certification of building owners that proves higher environmental quality of buildings they comission. It applies to various kinds of buildings - individual and multistory, residential and commercial. Certification/ registration required, Unknown, HQE Association - Association pour la Haute Qualite Envionnementale, Unknown, Industry association, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/hqe.png,"Buildings, France"
Hungarian Ecolabel / Környezetbarát Termék Védjegy,"Hungarian national ecolabel developped by the Ministry of Environment in 1994. 
Goals and procedures meet the requirements of ISO 14024 standard. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, KvVM Környezetbarát Termék Nonprofit Kft., Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/hungarian-ecolabel--kornyezetbarat-termek-vdjegy.png,"Building products, Cleaning products, Cosmetics / Personal care"
ibex fairstay,"Depending on their engagement for and performance in sustainable development, accommodation enterprises are certified by ibex fairstay as either Bronze, Silver, Gold, or Platinum. The label controls a hotel’s achievement in the 5 dimensions:ManagementEconomyEnvironmentSocial responsibilityRegional creation of value and culture Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, ibex fairstay, Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/ibex-fairstay.png,"Tourism, Switzerland"
IBO,"The label is given for building materials and interior which fulfil strict environmental criteria which comprise the whole life-cycle of the product. Certification/ registration required, Unknown, IBO - Österreichisches Institut für Baubiologie und -ökologie (Verein) und IBO GmbH, Unknown, Industry association, None.",https://cdn.freshfruitportal.com/2023/08/ibo-logo-1024x585.png,"Buildings, Austria"
IBU Type III Environmental Declaration (IBU Environmental Product Declaration),"This is a Type III declaration for building products. It is based on ISO 14025 as well as ISO 21930 and EN 15804 and declares environmental information on a pass/fail basis. It is meant to identify properties of building products that are relevant to the environmental performance of buildings, and it is based on a Life Cycle Assessment.There are currently 96 declaration holders that together have 230 Environmental Product Declarations (EPD), as they can obtain multiple EPDs for different products.All EPDs are based on a so called Product Category Rules (PCR), which define the rules for a specific group (category) of building products. 
The PCRs are based on general program rules (“General Principles”) and their underlying norms (ISO 14025, ISO 21930, EN 15804). Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Institut Bauen und Umwelt e.V. (Institute Construction and Environment), Other, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/aub-zertifikat.png,"Building products, Austria, Belgium"
ICMA EcoLabel Standard Program,"The International Card Manufacturers Association (ICMA) EcoLabel Standard Program provides a determination of the environmental performance of a manufacturer’s transaction and identification cards through a third-party ecolabeling certification program.The current ICMA EcoLabel criteria include:Reduced materials (minimum of 25%),Recycled content (minimum 25% threshold),Compostable (municipal and home)There are two levels of assurance: 1. Declared/Registered where the manufacturer registers and declares the card meets ICMA EcoLabel Standard Program criteria without third-party assessor verification; and 2. Verified/Certified, where the manufacturer registers and provides verification the card meets ICMA EcoLabel Standard Program criteria by a recognized third-party assessor.The International Card Manufacturers Association (ICMA) is an industry association of 200+ card manufacturers, personalizers, suppliers and other industry participants which promotes the card industry and the value of its products and services. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, ICMA EcoLabelStandardProgram, ISO, Industry association, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/ICMA.png,"Financial services, Other, Australia"
IMO Certified,"The Institute for Marketecology (IMO) is an international agency for inspection, certification and quality assurance of eco-friendly products. 
For more than 20 years, IMO has been active in the field of organic certification but it is also active in the sectors of natural textiles, sustainable forestry, and social accountability monitoring. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, IMO Group, Unknown, For-profit, Fair for Life",https://www.ecolabelindex.com/files/ecolabel-logos-sized/imo-certified.png,"Cosmetics / Personal care, Food, Forest products / Paper"
India Organic - National Programme for Organic Production (NPOP),"The national programme involves the accreditation programme for certification bodies, norms for organic production, promotion of organic farming. The NPOP standards for production and accreditation system have been recognized by European Commission and Switzerland as equivalent to their country standards. Similarly, USDA has recognized NPOP conformity assessment procedures of accreditation as equivalent to that of US. Certification/ registration required, Unknown, Agricultural & Processed Food Products Export Development Authority, Unknown, Government, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/india-organic-national-programme-for-organic-production-npop.png,"Food, India"
Indoor Air Comfort,"Eurofins ""Indoor Air Comfort"" product certification is an innovative tool for showing compliance with low VOC emission requirements from construction products and furniture of all relevant European specifications on two levels: Standard level ""Indoor Air Comfort - certified product"" shows compliance of product emissions with all legal specifications issued by authorities in the European Union. 
Higher level ""Indoor Air Comfort GOLD - certified product"" shows compliance of product emissions with the voluntary specifications issued by all relevant ecolabels and similar specifications in the EU. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Eurofins ConsumerProductTesting GmbH, Unknown, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/eurofins-indoor-air-comfort.png,"Building products, Furniture, Austria"
Indoor airPLUS,"EPA created Indoor airPLUS to help builders meet the growing consumer preference for homes with improved indoor air quality. EPA developed additional construction specifications to help improve indoor air quality in new homes.Construction specifications include the careful selection of and installation of moisture control systems; heating, ventilating, and air-conditioning systems; combustion-venting systems; radon resistant construction; and low-emitting building materials. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Environmental Protection Agency, Unknown, Government, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/indoor-air-plus.png,"Building products, Buildings, United States"
International Eco Certification Program,"The ECO Certification program assures travellers that certified products are backed by a strong, well managed commitment to sustainable practices and provides high quality nature-based tourism experiences. It has three levels:Nature Tourism - tourism in a natural area that leaves a minimal impact on the environment;EcoTourism: tourism in a natural area that offers interesting ways to learn about the environment with an operator that uses resources wisely, contributes to the conversation of the environment, and helps local communities;Advanced Ecotourism: ecotourism that provide an opportunity to learn about the environment with an operator who is committed to achieving best practice when using resources wisely, contributing to the conservation of the environment and helping local communities. Certification/ registration required, Unknown, Ecotourism Australia, Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/international-eco-certification-program.png,"Tourism, Australia"
International Organic and Natural Cosmetics Corporation BDIH Standard,"The aim of the BDIH Standard is to define the term natural cosmetics in a factually correct and comprehensible way and to create transparency to benefit the consumer. In addition, it is intended to allow fair competition between the manufacturers and distributors of natural cosmetics. The standard specifies requirements relating to how the ingredients used in the cosmetics should be obtained and produced and to the way they are processed. This takes particular account of the concerns of animal welfare and species protection. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Bundesverband deutscher Industrie- und Handelsunternehmen (BDIH), Other, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/bdih-certified-natural-cosmetics-seal.png,"Cosmetics / Personal care, Germany"
IPM Star,"The Integrated Pest Management (IPM) Star Certification Program recognizes IPM practitioners who meet a high standard for IPM in schools, childcare centers and school-age programs.IPM STAR certification is a voluntary step that clearly establishes your IPM competence in a way that is readily recognized by others both in and outside of your community. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, IPM Institute of North America, Inc., Unknown, Industry association, Green Shield Certified",https://www.ecolabelindex.com/files/ecolabel-logos-sized/ipm-star.png,"Buildings, United States"
